,loss,mse,mae,mape,rmse
0,0.06717521697282791,0.038298651576042175,0.14065346121788025,233343.28125,0.19570040702819824
1,0.043483883142471313,0.02004963532090187,0.10668816417455673,142187.34375,0.1415967345237732
2,0.033119019120931625,0.01650107465684414,0.0974484235048294,134626.609375,0.1284565031528473
3,0.02744075283408165,0.01647171936929226,0.09666607528924942,188470.859375,0.12834219634532928
4,0.021353790536522865,0.012694776058197021,0.08513316512107849,131822.46875,0.11267109960317612
5,0.017673594877123833,0.011999661102890968,0.0834895670413971,133094.0625,0.10954296588897705
6,2780.830078125,120920498176.0,2780.926025390625,19066890.0,347736.25
7,0.024491995573043823,0.018453437834978104,0.10242919623851776,158181.765625,0.135843425989151
8,0.02226806804537773,0.01575521193444729,0.09546402096748352,148168.03125,0.1255197674036026
9,0.020821522921323776,0.014465034008026123,0.09176328033208847,142299.203125,0.12027066946029663
10,0.019524388015270233,0.013250946067273617,0.08800555020570755,127487.265625,0.11511275172233582
11,0.01857125572860241,0.012504393234848976,0.08578138053417206,124687.53125,0.11182304471731186
12,0.01773521862924099,0.011760016903281212,0.08361299335956573,132888.75,0.10844361037015915
13,0.01674191839993,0.010517789982259274,0.07932719588279724,127331.875,0.1025562733411789
14,0.01615295559167862,0.009947264567017555,0.07734698802232742,125077.890625,0.09973597526550293
15,0.01577906869351864,0.009674601256847382,0.07648210227489471,124417.59375,0.09835954755544662
16,0.015791378915309906,0.010064731352031231,0.07806234061717987,128906.109375,0.1003231331706047
17,0.014833726920187473,0.008459080941975117,0.07184214144945145,126850.8671875,0.09197326004505157
18,0.01459957379847765,0.008261238224804401,0.0704014003276825,124403.65625,0.09089135378599167
19,0.014322404749691486,0.007951425388455391,0.0695023164153099,132954.953125,0.08917076140642166
20,0.014220220036804676,0.007972612977027893,0.06925772875547409,128741.9140625,0.08928948640823364
21,0.014169849455356598,0.008071111515164375,0.0700252577662468,130405.828125,0.08983936160802841
22,0.01392520871013403,0.007768857292830944,0.06845516711473465,122990.1328125,0.08814112097024918
23,0.013899005018174648,0.007907615974545479,0.06878350675106049,132318.859375,0.08892478048801422
24,0.014214073307812214,0.008711683563888073,0.07185918837785721,125040.2265625,0.09333639591932297
25,0.013650819659233093,0.007794477976858616,0.06817259639501572,122401.1796875,0.08828634023666382
26,0.014282097108662128,0.009221555665135384,0.07366309314966202,139554.640625,0.09602893143892288
27,0.013446222990751266,0.007797942962497473,0.06835930794477463,121763.703125,0.08830596506595612
28,0.013075746595859528,0.007337323855608702,0.06603128463029861,120353.5546875,0.08565817773342133
29,0.01321930531412363,0.007866608910262585,0.06816209107637405,131401.5625,0.08869390189647675
30,0.013538531959056854,0.008728045038878918,0.07128962874412537,120732.6875,0.0934240072965622
31,0.013679958879947662,0.009254029020667076,0.07330421358346939,126144.5,0.09619786590337753
32,0.012015387415885925,0.006309472024440765,0.06118154898285866,121766.6328125,0.0794321820139885
33,0.012013674713671207,0.006674197036772966,0.06291916221380234,107244.796875,0.08169575780630112
34,0.011703061871230602,0.006412598304450512,0.061022646725177765,106262.8046875,0.08007869869470596
35,0.011195383965969086,0.005780494771897793,0.05820753052830696,116128.1796875,0.07602956891059875
36,0.010858850553631783,0.005532207433134317,0.057485997676849365,92533.3125,0.07437881082296371
37,0.010973483324050903,0.00613543251529336,0.060479097068309784,93237.875,0.07832900434732437
38,0.012605947442352772,0.009362258017063141,0.07377216219902039,116026.6484375,0.09675876051187515
39,0.011403047479689121,0.007405203767120838,0.06617038697004318,114874.8359375,0.08605349063873291
40,0.01129866112023592,0.0076985666528344154,0.0675261840224266,124041.8203125,0.08774147182703018
41,0.010730991140007973,0.007065988145768642,0.06442591547966003,117389.5390625,0.08405943214893341
42,0.010683402419090271,0.007432302925735712,0.06644659489393234,110338.7890625,0.08621080219745636
43,0.01015826128423214,0.006867514923214912,0.06380430608987808,123603.546875,0.0828704684972763
44,0.009958276525139809,0.006917339749634266,0.06418836861848831,98402.65625,0.08317054808139801
45,0.010011519305408001,0.007443917915225029,0.06628786772489548,118786.6171875,0.08627814799547195
46,0.009450003504753113,0.006763627752661705,0.06394663453102112,117308.8046875,0.08224127441644669
